C	Cn	autism_spectrum_disorder	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	intellectual_disability	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	Alzheimer's_disease	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	hypertension	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	autistic_disorder	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	Huntington's_disease	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	Parkinson's_disease	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	epilepsy_syndrome	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	bipolar_disorder	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	schizophrenia	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	frontotemporal_dementia	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	
105	1		0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0555109	0	[0.00,0.00]	1	1	0.1		1	1			0	0.168142	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0893001	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0313757	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0643604	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0876911	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0635559	0	[0.00,0.00]	1	1	0.1		1	1			0	0.21078	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0571199	0	[0.00,0.00]	1	1	0.1		1	1		
106	1		0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0555109	0	[0.00,0.00]	1	1	0.1		1	1			0	0.168142	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0893001	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0313757	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0643604	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0876911	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0635559	0	[0.00,0.00]	1	1	0.1		1	1			0	0.21078	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0571199	0	[0.00,0.00]	1	1	0.1		1	1		
107	3		0	0.159292	0	[0.00,0.00]	1	1	0.1		1	1			0	0.166533	0	[0.00,0.00]	1	1	0.1		1	1			2	0.504425	9.98068	[0.90,110.59]	0.0703861	1	0.1		0.995303	1			0	0.2679	0	[0.00,0.00]	1	1	0.1		1	1			0	0.159292	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0941271	0	[0.00,0.00]	1	1	0.1		1	1			0	0.193081	0	[0.00,0.00]	1	1	0.1		1	1			1	0.263073	5.24074	[0.47,58.27]	0.219294	1	0.1		0.978439	1			0	0.190668	0	[0.00,0.00]	1	1	0.1		1	1			1	0.632341	1.87548	[0.17,20.76]	0.394415	1	0.1		0.885677	1			0	0.17136	0	[0.00,0.00]	1	1	0.1		1	1		
108	2		0	0.106195	0	[0.00,0.00]	1	1	0.1		1	1			0	0.111022	0	[0.00,0.00]	1	1	0.1		1	1			0	0.336283	0	[0.00,0.00]	1	1	0.1		1	1			1	0.1786	10.2818	[0.64,165.53]	0.162782	1	0.1		0.992091	1			0	0.106195	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0627514	0	[0.00,0.00]	1	1	0.1		1	1			0	0.128721	0	[0.00,0.00]	1	1	0.1		1	1			0	0.175382	0	[0.00,0.00]	1	1	0.1		1	1			0	0.127112	0	[0.00,0.00]	1	1	0.1		1	1			0	0.421561	0	[0.00,0.00]	1	1	0.1		1	1			0	0.11424	0	[0.00,0.00]	1	1	0.1		1	1		
109	8		0	0.424779	0	[0.00,0.00]	1	1	0.1		1	1			1	0.444087	2.45168	[0.30,20.21]	0.299135	1	0.1		0.931544	1			1	1.34513	0.705357	[0.09,5.76]	0.599848	1	0.1		0.371599	1			0	0.714401	0	[0.00,0.00]	1	1	0.1		1	1			0	0.424779	0	[0.00,0.00]	1	1	0.1		1	1			0	0.251006	0	[0.00,0.00]	1	1	0.1		1	1			1	0.514883	2.09042	[0.25,17.20]	0.32465	1	0.1		0.911048	1			0	0.701529	0	[0.00,0.00]	1	1	0.1		1	1			0	0.508447	0	[0.00,0.00]	1	1	0.1		1	1			2	1.68624	1.25	[0.25,6.23]	0.451253	1	0.1		0.623595	1			1	0.456959	2.37755	[0.29,19.59]	0.304144	1	0.1		0.92796	1		
110	1		0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0555109	0	[0.00,0.00]	1	1	0.1		1	1			0	0.168142	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0893001	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0313757	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0643604	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0876911	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0635559	0	[0.00,0.00]	1	1	0.1		1	1			0	0.21078	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0571199	0	[0.00,0.00]	1	1	0.1		1	1		
111	1		0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0555109	0	[0.00,0.00]	1	1	0.1		1	1			0	0.168142	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0893001	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0313757	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0643604	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0876911	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0635559	0	[0.00,0.00]	1	1	0.1		1	1			0	0.21078	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0571199	0	[0.00,0.00]	1	1	0.1		1	1		
112	1		0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0555109	0	[0.00,0.00]	1	1	0.1		1	1			0	0.168142	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0893001	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0313757	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0643604	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0876911	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0635559	0	[0.00,0.00]	1	1	0.1		1	1			0	0.21078	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0571199	0	[0.00,0.00]	1	1	0.1		1	1		
113	3		0	0.159292	0	[0.00,0.00]	1	1	0.1		1	1			0	0.166533	0	[0.00,0.00]	1	1	0.1		1	1			0	0.504425	0	[0.00,0.00]	1	1	0.1		1	1			0	0.2679	0	[0.00,0.00]	1	1	0.1		1	1			0	0.159292	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0941271	0	[0.00,0.00]	1	1	0.1		1	1			0	0.193081	0	[0.00,0.00]	1	1	0.1		1	1			0	0.263073	0	[0.00,0.00]	1	1	0.1		1	1			0	0.190668	0	[0.00,0.00]	1	1	0.1		1	1			1	0.632341	1.87548	[0.17,20.76]	0.394415	1	0.1		0.885677	1			0	0.17136	0	[0.00,0.00]	1	1	0.1		1	1		
114	1		0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0555109	0	[0.00,0.00]	1	1	0.1		1	1			0	0.168142	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0893001	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0313757	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0643604	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0876911	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0635559	0	[0.00,0.00]	1	1	0.1		1	1			0	0.21078	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0571199	0	[0.00,0.00]	1	1	0.1		1	1		
115	1		0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0555109	0	[0.00,0.00]	1	1	0.1		1	1			0	0.168142	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0893001	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0313757	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0643604	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0876911	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0635559	0	[0.00,0.00]	1	1	0.1		1	1			0	0.21078	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0571199	0	[0.00,0.00]	1	1	0.1		1	1		
116	1		0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0555109	0	[0.00,0.00]	1	1	0.1		1	1			0	0.168142	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0893001	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0313757	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0643604	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0876911	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0635559	0	[0.00,0.00]	1	1	0.1		1	1			0	0.21078	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0571199	0	[0.00,0.00]	1	1	0.1		1	1		
117	1		0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0555109	0	[0.00,0.00]	1	1	0.1		1	1			0	0.168142	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0893001	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0313757	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0643604	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0876911	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0635559	0	[0.00,0.00]	1	1	0.1		1	1			0	0.21078	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0571199	0	[0.00,0.00]	1	1	0.1		1	1		
118	12		0	0.637168	0	[0.00,0.00]	1	1	0.1		1	1			0	0.66613	0	[0.00,0.00]	1	1	0.1		1	1			1	2.0177	0.447115	[0.06,3.48]	0.374906	1	0.1		0.266288	1			1	1.0716	0.926446	[0.12,7.24]	0.708467	1	0.1		0.384704	1			0	0.637168	0	[0.00,0.00]	1	1	0.1		1	1			1	0.376508	2.85407	[0.36,22.67]	0.267127	1	0.1		0.948073	1			2	0.772325	2.95641	[0.64,13.73]	0.140827	1	0.1		0.962971	1			0	1.05229	0	[0.00,0.00]	1	1	0.1		1	1			0	0.762671	0	[0.00,0.00]	1	1	0.1		1	1			0	2.52936	0	[0.00,0.00]	1	1	0.1		1	1			0	0.685438	0	[0.00,0.00]	1	1	0.1		1	1		
119	2		0	0.106195	0	[0.00,0.00]	1	1	0.1		1	1			0	0.111022	0	[0.00,0.00]	1	1	0.1		1	1			0	0.336283	0	[0.00,0.00]	1	1	0.1		1	1			0	0.1786	0	[0.00,0.00]	1	1	0.1		1	1			0	0.106195	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0627514	0	[0.00,0.00]	1	1	0.1		1	1			0	0.128721	0	[0.00,0.00]	1	1	0.1		1	1			0	0.175382	0	[0.00,0.00]	1	1	0.1		1	1			0	0.127112	0	[0.00,0.00]	1	1	0.1		1	1			0	0.421561	0	[0.00,0.00]	1	1	0.1		1	1			0	0.11424	0	[0.00,0.00]	1	1	0.1		1	1		
120	1		0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0555109	0	[0.00,0.00]	1	1	0.1		1	1			0	0.168142	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0893001	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0313757	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0643604	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0876911	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0635559	0	[0.00,0.00]	1	1	0.1		1	1			0	0.21078	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0571199	0	[0.00,0.00]	1	1	0.1		1	1		
121	2		0	0.106195	0	[0.00,0.00]	1	1	0.1		1	1			0	0.111022	0	[0.00,0.00]	1	1	0.1		1	1			0	0.336283	0	[0.00,0.00]	1	1	0.1		1	1			0	0.1786	0	[0.00,0.00]	1	1	0.1		1	1			0	0.106195	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0627514	0	[0.00,0.00]	1	1	0.1		1	1			0	0.128721	0	[0.00,0.00]	1	1	0.1		1	1			0	0.175382	0	[0.00,0.00]	1	1	0.1		1	1			0	0.127112	0	[0.00,0.00]	1	1	0.1		1	1			0	0.421561	0	[0.00,0.00]	1	1	0.1		1	1			0	0.11424	0	[0.00,0.00]	1	1	0.1		1	1		
122	18		1	0.955752	1.04977	[0.14,8.01]	0.752851	1	0.1		0.380915	1			0	0.999195	0	[0.00,0.00]	1	1	0.1		1	1			2	3.02655	0.614734	[0.14,2.69]	0.394651	1	0.1		0.227931	1			0	1.6074	0	[0.00,0.00]	1	1	0.1		1	1			1	0.955752	1.04977	[0.14,8.01]	0.752851	1	0.1		0.380915	1			1	0.564763	1.83746	[0.24,14.17]	0.331844	1	0.1		0.892955	1			0	1.15849	0	[0.00,0.00]	1	1	0.1		1	1			4	1.57844	3.04762	[0.99,9.43]	0.0494406	1	0.1		0.983963	1			0	1.14401	0	[0.00,0.00]	1	1	0.1		1	1			3	3.79405	0.745946	[0.21,2.60]	0.454317	1	0.1		0.220371	1			1	1.02816	0.970588	[0.13,7.40]	0.725282	1	0.1		0.380974	1		
123	2		0	0.106195	0	[0.00,0.00]	1	1	0.1		1	1			0	0.111022	0	[0.00,0.00]	1	1	0.1		1	1			1	0.336283	4.96635	[0.31,79.72]	0.279965	1	0.1		0.971841	1			0	0.1786	0	[0.00,0.00]	1	1	0.1		1	1			0	0.106195	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0627514	0	[0.00,0.00]	1	1	0.1		1	1			0	0.128721	0	[0.00,0.00]	1	1	0.1		1	1			0	0.175382	0	[0.00,0.00]	1	1	0.1		1	1			1	0.127112	14.9103	[0.92,240.66]	0.119129	1	0.1		0.996009	1			1	0.421561	3.75479	[0.23,60.23]	0.332972	1	0.1		0.955706	1			0	0.11424	0	[0.00,0.00]	1	1	0.1		1	1		
124	1		0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0555109	0	[0.00,0.00]	1	1	0.1		1	1			0	0.168142	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0893001	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0313757	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0643604	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0876911	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0635559	0	[0.00,0.00]	1	1	0.1		1	1			0	0.21078	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0571199	0	[0.00,0.00]	1	1	0.1		1	1		
125	1		0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0555109	0	[0.00,0.00]	1	1	0.1		1	1			0	0.168142	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0893001	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0313757	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0643604	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0876911	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0635559	0	[0.00,0.00]	1	1	0.1		1	1			1	0.21078	0	[0.00,0.00]	0.21078	1	0.1		1	1			1	0.0571199	0	[0.00,0.00]	0.0571199	1	0.1		1	1		
126	1		0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0555109	0	[0.00,0.00]	1	1	0.1		1	1			0	0.168142	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0893001	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0313757	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0643604	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0876911	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0635559	0	[0.00,0.00]	1	1	0.1		1	1			0	0.21078	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0571199	0	[0.00,0.00]	1	1	0.1		1	1		
127	14		1	0.743363	1.37751	[0.18,10.69]	0.368296	1	0.1		0.832254	1			1	0.777152	1.31335	[0.17,10.19]	0.372409	1	0.1		0.819993	1			1	2.35398	0.377589	[0.05,2.90]	0.289371	1	0.1		0.214517	1			2	1.2502	1.71254	[0.38,7.75]	0.237586	1	0.1		0.877736	1			1	0.743363	1.37751	[0.18,10.69]	0.368296	1	0.1		0.832254	1			2	0.43926	5.36937	[1.16,24.85]	0.0606512	1	0.1		0.991814	1			0	0.901046	0	[0.00,0.00]	1	1	0.1		1	1			2	1.22767	1.74766	[0.39,7.91]	0.233992	1	0.1		0.88271	1			1	0.889783	1.13511	[0.15,8.79]	0.381287	1	0.1		0.778087	1			3	2.95093	1.02141	[0.28,3.69]	0.661045	1	0.1		0.253661	1			2	0.799678	2.80193	[0.61,12.77]	0.146996	1	0.1		0.958725	1		
128	2		0	0.106195	0	[0.00,0.00]	1	1	0.1		1	1			0	0.111022	0	[0.00,0.00]	1	1	0.1		1	1			1	0.336283	4.96635	[0.31,79.72]	0.279965	1	0.1		0.971841	1			0	0.1786	0	[0.00,0.00]	1	1	0.1		1	1			0	0.106195	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0627514	0	[0.00,0.00]	1	1	0.1		1	1			0	0.128721	0	[0.00,0.00]	1	1	0.1		1	1			0	0.175382	0	[0.00,0.00]	1	1	0.1		1	1			0	0.127112	0	[0.00,0.00]	1	1	0.1		1	1			1	0.421561	3.75479	[0.23,60.23]	0.332972	1	0.1		0.955706	1			0	0.11424	0	[0.00,0.00]	1	1	0.1		1	1		
129	2		0	0.106195	0	[0.00,0.00]	1	1	0.1		1	1			0	0.111022	0	[0.00,0.00]	1	1	0.1		1	1			0	0.336283	0	[0.00,0.00]	1	1	0.1		1	1			0	0.1786	0	[0.00,0.00]	1	1	0.1		1	1			0	0.106195	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0627514	0	[0.00,0.00]	1	1	0.1		1	1			0	0.128721	0	[0.00,0.00]	1	1	0.1		1	1			0	0.175382	0	[0.00,0.00]	1	1	0.1		1	1			0	0.127112	0	[0.00,0.00]	1	1	0.1		1	1			0	0.421561	0	[0.00,0.00]	1	1	0.1		1	1			0	0.11424	0	[0.00,0.00]	1	1	0.1		1	1		
130	1		0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0555109	0	[0.00,0.00]	1	1	0.1		1	1			0	0.168142	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0893001	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0313757	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0643604	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0876911	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0635559	0	[0.00,0.00]	1	1	0.1		1	1			0	0.21078	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0571199	0	[0.00,0.00]	1	1	0.1		1	1		
131	2		1	0.106195	18.0923	[1.12,292.53]	0.100637	1	0.1		0.997221	1			1	0.111022	17.25	[1.07,278.78]	0.104943	1	0.1		0.996961	1			1	0.336283	4.96635	[0.31,79.72]	0.279965	1	0.1		0.971841	1			0	0.1786	0	[0.00,0.00]	1	1	0.1		1	1			1	0.106195	18.0923	[1.12,292.53]	0.100637	1	0.1		0.997221	1			0	0.0627514	0	[0.00,0.00]	1	1	0.1		1	1			0	0.128721	0	[0.00,0.00]	1	1	0.1		1	1			0	0.175382	0	[0.00,0.00]	1	1	0.1		1	1			1	0.127112	14.9103	[0.92,240.66]	0.119129	1	0.1		0.996009	1			1	0.421561	3.75479	[0.23,60.23]	0.332972	1	0.1		0.955706	1			0	0.11424	0	[0.00,0.00]	1	1	0.1		1	1		
132	3		0	0.159292	0	[0.00,0.00]	1	1	0.1		1	1			0	0.166533	0	[0.00,0.00]	1	1	0.1		1	1			0	0.504425	0	[0.00,0.00]	1	1	0.1		1	1			0	0.2679	0	[0.00,0.00]	1	1	0.1		1	1			0	0.159292	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0941271	0	[0.00,0.00]	1	1	0.1		1	1			1	0.193081	7.3481	[0.66,81.92]	0.16929	1	0.1		0.988233	1			0	0.263073	0	[0.00,0.00]	1	1	0.1		1	1			0	0.190668	0	[0.00,0.00]	1	1	0.1		1	1			1	0.632341	1.87548	[0.17,20.76]	0.394415	1	0.1		0.885677	1			0	0.17136	0	[0.00,0.00]	1	1	0.1		1	1		
133	2		0	0.106195	0	[0.00,0.00]	1	1	0.1		1	1			0	0.111022	0	[0.00,0.00]	1	1	0.1		1	1			0	0.336283	0	[0.00,0.00]	1	1	0.1		1	1			0	0.1786	0	[0.00,0.00]	1	1	0.1		1	1			0	0.106195	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0627514	0	[0.00,0.00]	1	1	0.1		1	1			0	0.128721	0	[0.00,0.00]	1	1	0.1		1	1			0	0.175382	0	[0.00,0.00]	1	1	0.1		1	1			0	0.127112	0	[0.00,0.00]	1	1	0.1		1	1			1	0.421561	3.75479	[0.23,60.23]	0.332972	1	0.1		0.955706	1			0	0.11424	0	[0.00,0.00]	1	1	0.1		1	1		
134	1		0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0555109	0	[0.00,0.00]	1	1	0.1		1	1			0	0.168142	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0893001	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0313757	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0643604	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0876911	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0635559	0	[0.00,0.00]	1	1	0.1		1	1			0	0.21078	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0571199	0	[0.00,0.00]	1	1	0.1		1	1		
135	2		0	0.106195	0	[0.00,0.00]	1	1	0.1		1	1			0	0.111022	0	[0.00,0.00]	1	1	0.1		1	1			0	0.336283	0	[0.00,0.00]	1	1	0.1		1	1			0	0.1786	0	[0.00,0.00]	1	1	0.1		1	1			0	0.106195	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0627514	0	[0.00,0.00]	1	1	0.1		1	1			0	0.128721	0	[0.00,0.00]	1	1	0.1		1	1			0	0.175382	0	[0.00,0.00]	1	1	0.1		1	1			0	0.127112	0	[0.00,0.00]	1	1	0.1		1	1			0	0.421561	0	[0.00,0.00]	1	1	0.1		1	1			0	0.11424	0	[0.00,0.00]	1	1	0.1		1	1		
136	1		0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0555109	0	[0.00,0.00]	1	1	0.1		1	1			0	0.168142	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0893001	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0313757	0	[0.00,0.00]	1	1	0.1		1	1			1	0.0643604	0	[0.00,0.00]	0.0643604	1	0.1		1	1			0	0.0876911	0	[0.00,0.00]	1	1	0.1		1	1			1	0.0635559	0	[0.00,0.00]	0.0635559	1	0.1		1	1			1	0.21078	0	[0.00,0.00]	0.21078	1	0.1		1	1			0	0.0571199	0	[0.00,0.00]	1	1	0.1		1	1		
137	1		0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0555109	0	[0.00,0.00]	1	1	0.1		1	1			0	0.168142	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0893001	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0313757	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0643604	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0876911	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0635559	0	[0.00,0.00]	1	1	0.1		1	1			0	0.21078	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0571199	0	[0.00,0.00]	1	1	0.1		1	1		
138	1		0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0555109	0	[0.00,0.00]	1	1	0.1		1	1			0	0.168142	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0893001	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0313757	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0643604	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0876911	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0635559	0	[0.00,0.00]	1	1	0.1		1	1			0	0.21078	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0571199	0	[0.00,0.00]	1	1	0.1		1	1		
139	1		1	0.0530973	0	[0.00,0.00]	0.0530973	1	0.1		1	1			0	0.0555109	0	[0.00,0.00]	1	1	0.1		1	1			1	0.168142	0	[0.00,0.00]	0.168142	1	0.1		1	1			1	0.0893001	0	[0.00,0.00]	0.0893001	1	0.1		1	1			1	0.0530973	0	[0.00,0.00]	0.0530973	1	0.1		1	1			0	0.0313757	0	[0.00,0.00]	1	1	0.1		1	1			1	0.0643604	0	[0.00,0.00]	0.0643604	1	0.1		1	1			0	0.0876911	0	[0.00,0.00]	1	1	0.1		1	1			1	0.0635559	0	[0.00,0.00]	0.0635559	1	0.1		1	1			1	0.21078	0	[0.00,0.00]	0.21078	1	0.1		1	1			0	0.0571199	0	[0.00,0.00]	1	1	0.1		1	1		
140	1		0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0555109	0	[0.00,0.00]	1	1	0.1		1	1			0	0.168142	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0893001	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0313757	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0643604	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0876911	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0635559	0	[0.00,0.00]	1	1	0.1		1	1			0	0.21078	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0571199	0	[0.00,0.00]	1	1	0.1		1	1		
