ENTREZ.ID,GENE.NAME,DEGREE,Closeness,Bet,CC,Cl,Clnorm,SP,PR,sgG5,BRIDGE_sgG5,PROB_sgG5,MIX_sgG5,BR_CONSENSUS,BR_CONSENSUS_MAD,BR_CONSENSUS_ADJ,DE,sub
7419,7419,2,0.209,155.83392595664301,0,766,0.00344889100315157,3,4.77994807707072e-4,51,0,0.999991411870854,0,0,0,-1.2940225668077099,0,4.824722827320949
288,288,2,0.191,37.0550262880048,0,234,0.0010154559717502,4,4.64113420158755e-4,59,0,0.9999904303574051,0,0,0,-1.2940225668077099,0,2.5569419721931883
55605,55605,1,0.22399999999999998,0,NA,1797,0.00816481490799146,3,2.45533383104977e-4,19,0,0.992299053425317,0,0,0,-1.2940225668077099,0,12.746136432699943
9941,9941,1,0.22399999999999998,0,NA,1797,0.00816481490799146,3,2.45533383104977e-4,19,0,0.992299053425317,0,0,0,-1.2940225668077099,0,12.74613643269995
6543,6543,1,0.21600000000000003,0,NA,864,0.0038971553510413,3,2.6600940032299903e-4,76,0,0.9965118122720792,0,0,0,-1.2940225668077099,1,4.218624630350559
57348,57348,1,0.21600000000000003,0,NA,864,0.0038971553510413,3,2.6600940032299903e-4,76,0,0.9965118122720792,0,0,0,-1.2940225668077099,0,4.218624630350557
6641,6641,1,0.214,0,NA,797,0.0035906889091166898,3,2.6119475759778997e-4,7,0,0.992634107285829,0,0,0,-1.2940225668077099,0,5.433419719740971
5718,5718,1,0.228,0,NA,2175,0.00989383453556612,3,2.57263636700595e-4,44,0,0.9930600387346679,0,0,0,-1.2940225668077099,0,14.450533572240586
6529,6529,1,0.228,0,NA,2175,0.00989383453556612,3,2.57263636700595e-4,44,0,0.9930600387346679,0,0,0,-1.2940225668077099,1,14.450533572240591
57030,57030,1,0.228,0,NA,2175,0.00989383453556612,3,2.57263636700595e-4,44,0,0.9930600387346679,0,0,0,-1.2940225668077099,0,14.45053357224058
160,160,1,0.228,0,NA,2175,0.00989383453556612,3,2.57263636700595e-4,44,0,0.9930600387346679,0,0,0,-1.2940225668077099,0,14.45053357224058
246213,246213,1,0.228,0,NA,2175,0.00989383453556612,3,2.57263636700595e-4,44,0,0.9930600387346679,0,0,0,-1.2940225668077099,0,14.450533572240573
9369,9369,1,0.228,0,NA,2175,0.00989383453556612,3,2.57263636700595e-4,44,0,0.9930600387346679,0,0,0,-1.2940225668077099,1,14.450533572240582
22883,22883,1,0.201,0,NA,437,0.00194400354952178,3,2.9469055998603103e-4,35,0,0.9908974768444592,0,0,0,-1.2940225668077099,0,2.9032504588080363
114882,114882,1,0.21600000000000003,0,NA,1541,0.00699383865227952,3,2.5350638480412e-4,19,0,0.992299053425317,0,0,0,-1.2940225668077099,0,9.305478627729183
114789,114789,1,0.212,0,NA,806,0.00363185604310656,4,2.56304832605113e-4,64,0,0.996991766941102,0,0,0,-1.2940225668077099,0,3.536551994641838
9118,9118,1,0.212,0,NA,806,0.00363185604310656,4,2.56304832605113e-4,64,0,0.996991766941102,0,0,0,-1.2940225668077099,1,3.5365519946418376
81609,81609,1,0.222,0,NA,1268,0.00574510225458671,3,2.51686262128982e-4,8,0,0.9953851050286441,0,0,0,-1.2940225668077099,0,7.908474492048561
9897,9897,1,0.222,0,NA,1268,0.00574510225458671,3,2.51686262128982e-4,8,0,0.9953851050286441,0,0,0,-1.2940225668077099,0,7.90847449204856
760,760,1,0.222,0,NA,1268,0.00574510225458671,3,2.51686262128982e-4,8,0,0.9953851050286441,0,0,0,-1.2940225668077099,0,7.908474492048555
11076,11076,1,0.225,0,NA,1317,0.00596923442853157,3,2.56461965461408e-4,19,0,0.992299053425317,0,0,0,-1.2940225668077099,2,13.646335294241519
822,822,1,0.225,0,NA,1317,0.00596923442853157,3,2.56461965461408e-4,19,0,0.992299053425317,0,0,0,-1.2940225668077099,0,13.646335294241513
6217,6217,1,0.156,0,NA,12,0,4,4.15728320393466e-4,51,0,0.996989860583017,0,0,0,-1.2940225668077099,0,1.5926476030309997
6223,6223,2,0.184,1241,0,156,6.58674143837966e-4,3,6.94241261177783e-4,51,0,0.999991411870854,0,0,0,-1.2940225668077099,0,2.3526755608944727
3785,3785,1,0.223,0,NA,1239,0.00561245260061934,3,2.56169920768654e-4,68,0,0.9900080580177281,0,0,0,-1.2940225668077099,1,9.332038737139944
488,488,1,0.188,0,NA,175,7.45582537816587e-4,4,3.5156268402089904e-4,7,0,0.992634107285829,0,0,0,-1.2940225668077099,0,1.7656317726182502
501,501,1,0.209,0,NA,693,0.00311497980523372,3,2.68398124509944e-4,78,0,0.988278741168915,0,0,0,-1.2940225668077099,0,4.285936963859935
829,829,1,0.201,0,NA,400,0.0017747608875634101,3,2.9529085982295803e-4,3,0,0.996670894102727,0,0,0,-1.2940225668077099,0,2.499840895553413
10694,10694,1,0.16699999999999998,0,NA,90,3.5678182791223196e-4,5,2.80524035643503e-4,59,0,0.9968269078216719,0,0,0,-1.2940225668077099,0,1.8573869661056168
6576,6576,1,0.228,0,NA,1089,0.00492633370078812,2,2.58830904993996e-4,76,0,0.9965118122720792,0,0,0,-1.2940225668077099,0,17.053161540777737
10322,10322,1,0.218,0,NA,1211,0.00548437707265084,4,2.62706216607569e-4,2,0,0.996352679987314,0,0,0,-1.2940225668077099,0,8.057819540259706
25851,25851,1,0.22,0,NA,1756,0.00797727574203759,3,2.50875940024325e-4,19,0,0.992299053425317,0,0,0,-1.2940225668077099,0,11.747857745009808
84364,84364,1,0.22,0,NA,1756,0.00797727574203759,3,2.50875940024325e-4,19,0,0.992299053425317,0,0,0,-1.2940225668077099,0,11.7478577450098
5122,5122,1,0.22,0,NA,1756,0.00797727574203759,3,2.50875940024325e-4,19,0,0.992299053425317,0,0,0,-1.2940225668077099,0,11.747857745009805
309,309,1,0.19899999999999998,0,NA,345,0.0015231839576253,3,3.05917486873886e-4,45,0,0.9996848904994491,0,0,0,-1.2940225668077099,0,2.49165903219338
79784,79784,1,0.19899999999999998,0,NA,345,0.0015231839576253,3,3.05917486873886e-4,45,0,0.9996848904994491,0,0,0,-1.2940225668077099,0,2.491659032193379
492,492,1,0.21600000000000003,0,NA,1541,0.00699383865227952,3,2.5350638480412e-4,19,0,0.992299053425317,0,0,0,-1.2940225668077099,0,9.305478627729176
