entA,interaction,entB,directed
5702,pp,5704,FALSE
4133,pp,4140,FALSE
10987,pp,29959,FALSE
1739,pp,2903,FALSE
4644,pp,8655,FALSE
8537,pp,8655,FALSE
5524,pp,9212,FALSE
4673,pp,9318,FALSE
26088,pp,26088,FALSE
2550,pp,2775,FALSE
1508,pp,30011,FALSE
5602,pp,6416,FALSE
27101,pp,5594,FALSE
5048,pp,5048,FALSE
55737,pp,8724,FALSE
1191,pp,87,FALSE
2011,pp,9181,FALSE
2778,pp,2782,FALSE
2011,pp,7402,FALSE
6416,pp,6416,FALSE
4137,pp,5566,FALSE
81,pp,9146,FALSE
200186,pp,5562,FALSE
351,pp,9040,FALSE
2770,pp,2782,FALSE
2771,pp,2782,FALSE
2773,pp,2782,FALSE
2770,pp,2783,FALSE
2771,pp,2783,FALSE
2773,pp,2783,FALSE
2011,pp,5581,FALSE
4140,pp,4140,FALSE
1191,pp,5621,FALSE
1410,pp,6622,FALSE
10953,pp,7415,FALSE
10953,pp,51382,FALSE
10953,pp,5562,FALSE
3312,pp,832,FALSE
8452,pp,9040,FALSE
4155,pp,5595,FALSE
1020,pp,4155,FALSE
2773,pp,5577,FALSE
23513,pp,5578,FALSE
5599,pp,5599,FALSE
2023,pp,2534,FALSE
6921,pp,8453,FALSE
1213,pp,2534,FALSE
2932,pp,5594,FALSE
1499,pp,5599,FALSE
1457,pp,348,FALSE
1457,pp,4137,FALSE
2931,pp,5566,FALSE
2932,pp,5566,FALSE
1453,pp,4137,FALSE
348,pp,348,FALSE
2193,pp,348,FALSE
348,pp,7001,FALSE
348,pp,6009,FALSE
351,pp,5864,FALSE
348,pp,71,FALSE
22905,pp,348,FALSE
348,pp,53822,FALSE
348,pp,5654,FALSE
348,pp,9922,FALSE
348,pp,5110,FALSE
1072,pp,351,FALSE
2185,pp,4137,FALSE
4137,pp,815,FALSE
2670,pp,9212,FALSE
5579,pp,5579,FALSE
5599,pp,9255,FALSE
1962,pp,847,FALSE
4137,pp,5524,FALSE
5524,pp,5579,FALSE
5499,pp,5579,FALSE
10000,pp,2932,FALSE
5602,pp,5602,FALSE
2931,pp,5578,FALSE
2931,pp,5579,FALSE
2931,pp,5582,FALSE
10910,pp,1457,FALSE
2534,pp,2902,FALSE
2534,pp,2904,FALSE
2902,pp,818,FALSE
2904,pp,818,FALSE
2902,pp,5578,FALSE
2904,pp,5578,FALSE
2475,pp,2923,FALSE
5730,pp,5730,FALSE
253260,pp,3308,FALSE
2475,pp,253260,FALSE
1499,pp,2521,FALSE
1457,pp,92675,FALSE
1759,pp,51429,FALSE
4137,pp,5599,FALSE
351,pp,5599,FALSE
4082,pp,5579,FALSE
3151,pp,5578,FALSE
5578,pp,8650,FALSE
5581,pp,8650,FALSE
5579,pp,8650,FALSE
1457,pp,4627,FALSE
1213,pp,408,FALSE
310,pp,5566,FALSE
10133,pp,81631,FALSE
6921,pp,8065,FALSE
10133,pp,51552,FALSE
26056,pp,51552,FALSE
23305,pp,23305,FALSE
613,pp,7316,FALSE
55856,pp,55856,FALSE
5094,pp,8573,FALSE
1956,pp,5566,FALSE
51678,pp,83658,FALSE
51678,pp,6224,FALSE
1785,pp,51678,FALSE
3184,pp,60,FALSE
1938,pp,3184,FALSE
3184,pp,4354,FALSE
2987,pp,3184,FALSE
3184,pp,5034,FALSE
2316,pp,3184,FALSE
3184,pp,6520,FALSE
3184,pp,5604,FALSE
10801,pp,3184,FALSE
10989,pp,3184,FALSE
28989,pp,3184,FALSE
3184,pp,51596,FALSE
1508,pp,3184,FALSE
3184,pp,7384,FALSE
10935,pp,3184,FALSE
23236,pp,2776,FALSE
38,pp,38,FALSE
55233,pp,667,FALSE
55233,pp,5537,FALSE
6801,pp,8428,FALSE
29966,pp,6801,FALSE
1499,pp,29966,FALSE
29966,pp,8428,FALSE
7082,pp,9414,FALSE
3300,pp,7316,FALSE
10982,pp,9212,FALSE
22924,pp,9212,FALSE
3612,pp,6285,FALSE
7323,pp,7323,FALSE
63893,pp,63893,FALSE
4155,pp,5579,FALSE
51377,pp,51377,FALSE
2861,pp,6386,FALSE
7316,pp,7317,FALSE
6613,pp,6613,FALSE
7316,pp,7353,FALSE
7316,pp,80124,FALSE
10681,pp,54331,FALSE
7334,pp,7334,FALSE
2011,pp,8536,FALSE
23770,pp,6009,FALSE
2944,pp,2947,FALSE
547,pp,5684,FALSE
816,pp,9961,FALSE
55697,pp,9961,FALSE
5684,pp,6804,FALSE
10133,pp,9230,FALSE
2475,pp,2782,FALSE
4137,pp,7277,FALSE
10381,pp,4137,FALSE
10458,pp,2011,FALSE
10075,pp,8036,FALSE
2475,pp,84335,FALSE
5599,pp,7534,FALSE
4137,pp,5573,FALSE
10987,pp,8454,FALSE
10980,pp,10987,FALSE
286,pp,6708,FALSE
10273,pp,613,FALSE
5034,pp,5034,FALSE
22859,pp,5684,FALSE
29925,pp,81567,FALSE
29072,pp,8290,FALSE
253260,pp,2932,FALSE
3925,pp,818,FALSE
5058,pp,84446,FALSE
10987,pp,8453,FALSE
7317,pp,7317,FALSE
11345,pp,64422,FALSE
4137,pp,84959,FALSE
26056,pp,8774,FALSE
7317,pp,7334,FALSE
4738,pp,8452,FALSE
8065,pp,9040,FALSE
30845,pp,30845,FALSE
22843,pp,5562,FALSE
5494,pp,5562,FALSE
5562,pp,84254,FALSE
10542,pp,213,FALSE
10542,pp,5265,FALSE
5515,pp,5837,FALSE
8428,pp,8428,FALSE
4738,pp,55611,FALSE
55823,pp,7430,FALSE
5515,pp,8536,FALSE
51400,pp,5515,FALSE
51400,pp,8536,FALSE
10801,pp,30011,FALSE
1457,pp,55611,FALSE
10980,pp,10980,FALSE
253260,pp,2931,FALSE
1499,pp,2931,FALSE
1457,pp,7323,FALSE
2915,pp,5578,FALSE
5705,pp,7431,FALSE
7965,pp,7965,FALSE
5578,pp,6812,FALSE
22933,pp,7277,FALSE
5789,pp,8541,FALSE
8541,pp,8541,FALSE
1457,pp,4673,FALSE
1457,pp,4676,FALSE
27101,pp,5578,FALSE
6993,pp,7416,FALSE
3028,pp,9804,FALSE
10452,pp,3028,FALSE
392,pp,5879,FALSE
3267,pp,9859,FALSE
9181,pp,9859,FALSE
54862,pp,9859,FALSE
1399,pp,9859,FALSE
9201,pp,9859,FALSE
1639,pp,9859,FALSE
283638,pp,9859,FALSE
3796,pp,9859,FALSE
7533,pp,9859,FALSE
10097,pp,9859,FALSE
817,pp,9859,FALSE
1459,pp,9859,FALSE
2885,pp,9859,FALSE
64342,pp,9859,FALSE
3927,pp,9859,FALSE
7798,pp,9859,FALSE
22919,pp,9859,FALSE
4507,pp,9859,FALSE
136319,pp,9859,FALSE
4677,pp,9859,FALSE
10529,pp,9859,FALSE
8682,pp,9859,FALSE
129285,pp,9859,FALSE
6386,pp,9859,FALSE
64744,pp,9859,FALSE
10910,pp,9859,FALSE
5976,pp,9859,FALSE
10121,pp,1639,FALSE
10120,pp,1639,FALSE
1639,pp,55750,FALSE
1639,pp,9212,FALSE
1639,pp,254863,FALSE
1639,pp,23271,FALSE
1639,pp,23332,FALSE
1213,pp,1639,FALSE
1639,pp,9201,FALSE
10540,pp,1639,FALSE
11258,pp,1639,FALSE
1639,pp,51164,FALSE
1639,pp,1785,FALSE
1639,pp,1778,FALSE
11160,pp,1639,FALSE
10525,pp,1639,FALSE
1639,pp,283638,FALSE
1639,pp,3796,FALSE
1639,pp,3927,FALSE
1639,pp,7798,FALSE
1639,pp,81631,FALSE
1639,pp,55201,FALSE
1639,pp,4133,FALSE
10982,pp,1639,FALSE
1639,pp,22924,FALSE
1639,pp,4673,FALSE
1639,pp,4676,FALSE
1639,pp,23530,FALSE
10213,pp,1639,FALSE
1639,pp,5713,FALSE
1639,pp,5862,FALSE
11021,pp,1639,FALSE
1639,pp,6391,FALSE
1639,pp,7384,FALSE
1639,pp,9181,FALSE
1639,pp,54862,FALSE
1639,pp,23122,FALSE
1639,pp,1781,FALSE
1639,pp,2011,FALSE
136319,pp,1639,FALSE
1639,pp,4698,FALSE
10529,pp,1639,FALSE
1639,pp,5048,FALSE
1639,pp,5976,FALSE
22848,pp,6993,FALSE
120,pp,6993,FALSE
27236,pp,6993,FALSE
57584,pp,6993,FALSE
1639,pp,6993,FALSE
10049,pp,6993,FALSE
667,pp,6993,FALSE
1778,pp,6993,FALSE
51143,pp,6993,FALSE
1783,pp,6993,FALSE
6993,pp,83658,FALSE
6993,pp,7798,FALSE
118,pp,6993,FALSE
2109,pp,6993,FALSE
2549,pp,6993,FALSE
6993,pp,9922,FALSE
29959,pp,6993,FALSE
6993,pp,8473,FALSE
11276,pp,6993,FALSE
84335,pp,84335,FALSE
57599,pp,7316,FALSE
5562,pp,9100,FALSE
9491,pp,9491,FALSE
10075,pp,7316,FALSE
9149,pp,9149,FALSE
1509,pp,6622,FALSE
1499,pp,5582,FALSE
81631,pp,8887,FALSE
10273,pp,10419,FALSE
7323,pp,7874,FALSE
5566,pp,5717,FALSE
6613,pp,8237,FALSE
3028,pp,4967,FALSE
3028,pp,498,FALSE
1431,pp,3028,FALSE
2746,pp,3028,FALSE
3028,pp,5160,FALSE
3028,pp,5162,FALSE
3028,pp,8050,FALSE
3028,pp,3030,FALSE
3028,pp,3032,FALSE
226,pp,3028,FALSE
2752,pp,3028,FALSE
3028,pp,4190,FALSE
6613,pp,7874,FALSE
7316,pp,8454,FALSE
7316,pp,8453,FALSE
7316,pp,8452,FALSE
7316,pp,9097,FALSE
3685,pp,5595,FALSE
5594,pp,9588,FALSE
1410,pp,351,FALSE
4155,pp,5599,FALSE
5447,pp,5447,FALSE
6708,pp,6708,FALSE
6711,pp,6711,FALSE
23176,pp,6711,FALSE
6711,pp,6812,FALSE
116986,pp,998,FALSE
116986,pp,5879,FALSE
116986,pp,387,FALSE
116986,pp,375,FALSE
1457,pp,5594,FALSE
6622,pp,7874,FALSE
7316,pp,7706,FALSE
5705,pp,8036,FALSE
55740,pp,5879,FALSE
1457,pp,3300,FALSE
56829,pp,7706,FALSE
1956,pp,3688,FALSE
873,pp,873,FALSE
11343,pp,11343,FALSE
38,pp,5160,FALSE
38,pp,54704,FALSE
1956,pp,5786,FALSE
10574,pp,333926,FALSE
10576,pp,333926,FALSE
22948,pp,333926,FALSE
333926,pp,7203,FALSE
333926,pp,6950,FALSE
10575,pp,333926,FALSE
2885,pp,5786,FALSE
2036,pp,5786,FALSE
23362,pp,5786,FALSE
10409,pp,5786,FALSE
11336,pp,5786,FALSE
10458,pp,5786,FALSE
2549,pp,5786,FALSE
5799,pp,9146,FALSE
5799,pp,8027,FALSE
3309,pp,5799,FALSE
5799,pp,6786,FALSE
5315,pp,9212,FALSE
1956,pp,5532,FALSE
1956,pp,5494,FALSE
5315,pp,5594,FALSE
6709,pp,6712,FALSE
6709,pp,8997,FALSE
3735,pp,6709,FALSE
5058,pp,5494,FALSE
5058,pp,5515,FALSE
5058,pp,5499,FALSE
5062,pp,5494,FALSE
5494,pp,5578,FALSE
387,pp,54443,FALSE
1933,pp,7178,FALSE
23558,pp,7316,FALSE
23558,pp,54472,FALSE
23558,pp,29979,FALSE
10075,pp,23558,FALSE
146691,pp,23558,FALSE
1499,pp,7874,FALSE
5550,pp,6622,FALSE
5594,pp,5609,FALSE
6262,pp,6262,FALSE
10457,pp,1956,FALSE
27122,pp,3417,FALSE
5781,pp,6772,FALSE
375,pp,55738,FALSE
5573,pp,7534,FALSE
22933,pp,396,FALSE
4155,pp,5786,FALSE
5579,pp,644,FALSE
644,pp,644,FALSE
1457,pp,7874,FALSE
7532,pp,84335,FALSE
7532,pp,7534,FALSE
960,pp,960,FALSE
483,pp,8682,FALSE
27101,pp,8682,FALSE
10987,pp,8682,FALSE
3337,pp,8682,FALSE
114876,pp,8682,FALSE
5236,pp,8682,FALSE
7082,pp,8682,FALSE
10075,pp,1499,FALSE
5518,pp,8541,FALSE
261726,pp,5518,FALSE
1152,pp,5518,FALSE
2235,pp,5518,FALSE
47,pp,5518,FALSE
5516,pp,5518,FALSE
5518,pp,5520,FALSE
11140,pp,5518,FALSE
5518,pp,55844,FALSE
51400,pp,5518,FALSE
28227,pp,5518,FALSE
5499,pp,5510,FALSE
5499,pp,55914,FALSE
5499,pp,55210,FALSE
5202,pp,5499,FALSE
5499,pp,8607,FALSE
47,pp,5520,FALSE
5516,pp,5520,FALSE
5515,pp,5520,FALSE
2235,pp,5515,FALSE
22948,pp,55844,FALSE
55844,pp,7203,FALSE
10575,pp,55844,FALSE
47,pp,55844,FALSE
5516,pp,55844,FALSE
5520,pp,55844,FALSE
5515,pp,55844,FALSE
10576,pp,55844,FALSE
10574,pp,55844,FALSE
55844,pp,80349,FALSE
51400,pp,55844,FALSE
5709,pp,7803,FALSE
7803,pp,8237,FALSE
5705,pp,7803,FALSE
5708,pp,7803,FALSE
5700,pp,5701,FALSE
3796,pp,6993,FALSE
2011,pp,8573,FALSE
10982,pp,8573,FALSE
3796,pp,8573,FALSE
4134,pp,998,FALSE
7531,pp,8573,FALSE
23332,pp,9793,FALSE
23332,pp,4134,FALSE
22919,pp,8573,FALSE
9040,pp,9040,FALSE
10075,pp,7874,FALSE
114569,pp,6285,FALSE
80318,pp,8546,FALSE
4747,pp,9146,FALSE
29979,pp,51138,FALSE
10419,pp,4691,FALSE
10419,pp,6632,FALSE
10397,pp,6252,FALSE
10273,pp,3313,FALSE
7415,pp,9927,FALSE
51569,pp,79876,FALSE
6844,pp,7415,FALSE
4893,pp,6093,FALSE
4893,pp,5413,FALSE
10938,pp,4893,FALSE
4354,pp,4893,FALSE
10458,pp,4893,FALSE
4893,pp,6558,FALSE
253260,pp,4893,FALSE
4893,pp,5333,FALSE
4893,pp,6708,FALSE
2011,pp,4893,FALSE
4893,pp,5297,FALSE
4893,pp,6305,FALSE
4140,pp,4893,FALSE
4893,pp,9475,FALSE
4893,pp,50488,FALSE
3996,pp,4893,FALSE
4893,pp,55914,FALSE
2885,pp,4893,FALSE
3688,pp,4893,FALSE
4893,pp,8650,FALSE
4893,pp,5573,FALSE
10542,pp,4893,FALSE
119,pp,4893,FALSE
4893,pp,54521,FALSE
4893,pp,682,FALSE
4893,pp,490,FALSE
10419,pp,4893,FALSE
2037,pp,4893,FALSE
4893,pp,493,FALSE
23157,pp,4893,FALSE
1739,pp,4893,FALSE
4893,pp,6520,FALSE
23176,pp,4893,FALSE
4893,pp,6059,FALSE
2036,pp,4893,FALSE
23191,pp,4893,FALSE
4893,pp,6711,FALSE
4893,pp,65108,FALSE
4893,pp,5711,FALSE
4893,pp,4905,FALSE
4893,pp,9253,FALSE
4478,pp,4893,FALSE
4893,pp,6709,FALSE
4893,pp,55752,FALSE
118,pp,4893,FALSE
10801,pp,4893,FALSE
23603,pp,4893,FALSE
4893,pp,7165,FALSE
4893,pp,989,FALSE
120,pp,4893,FALSE
23513,pp,4893,FALSE
10381,pp,4893,FALSE
10273,pp,10840,FALSE
302,pp,6187,FALSE
302,pp,4967,FALSE
