entA,entB
1457,4673
1457,4676
26060,51493
1398,51493
1398,55748
1398,3927
1398,5049
1398,5566
1398,55697
1445,5170
2885,50855
2885,7415
1627,2885
22924,55198
6710,6772
1398,54443
1398,2098
1398,5700
1398,23157
27101,5578
6993,7416
815,815
3028,9804
10452,3028
4155,5594
5245,54828
164,9135
26088,9135
387,392
392,5879
392,998
7316,7316
7316,9690
55611,7316
10617,7316
3267,9859
9181,9859
54862,9859
1399,9859
9201,9859
1639,9859
283638,9859
3796,9859
7533,9859
10097,9859
817,9859
1459,9859
2885,9859
64342,9859
3927,9859
7798,9859
22919,9859
4507,9859
136319,9859
4677,9859
10529,9859
8682,9859
129285,9859
6386,9859
64744,9859
10910,9859
5976,9859
10121,1639
10120,1639
1639,55750
1639,9212
1639,254863
1639,23271
1639,23332
1213,1639
1639,9201
10540,1639
11258,1639
1639,51164
1639,1785
1639,1778
11160,1639
10525,1639
1639,283638
1639,3796
1639,3927
1639,7798
1639,81631
1639,55201
1639,4133
1639,22919
10982,1639
1639,22924
1639,4137
1639,4673
1639,4676
1639,23530
10213,1639
1639,5713
1639,5862
11021,1639
1639,6391
1639,7384
1639,9181
1639,54862
1639,23122
1639,1781
1639,2011
136319,1639
1639,4698
10529,1639
1639,5048
1639,5976
22848,6993
120,6993
27236,6993
57584,6993
1639,6993
10049,6993
667,6993
1778,6993
1781,6993
51143,6993
1783,6993
6993,83658
6993,7798
118,6993
2109,6993
2549,6993
6993,9922
29959,6993
6993,8473
11276,6993
84335,84335
1072,1073
1073,60
10801,23157
11047,51377
11235,8428
1808,1808
1933,1937
22924,5682
27316,3190
2947,2947
2949,2949
5050,5050
3612,3612
3939,3945
5684,5684
5684,5687
5701,5711
60,60
60,71
6652,6652
71,71
7791,84816
7353,7415
57599,7316
10980,5594
64601,65082
64601,65082
57617,64601
5562,9100
9491,9491
1956,81
1956,351
1956,8874
1956,408
10458,1956
1398,1956
1399,1956
1445,1956
1500,1956
1956,2017
1956,7430
1956,2549
1956,2597
1956,2885
1956,3320
1956,3326
1956,3308
1956,3312
1956,4035
1956,5599
1956,4137
1956,4915
1956,5058
10015,1956
1956,5578
1956,5581
1956,6456
1956,6457
1956,6622
1956,51429
1956,6772
10273,1956
10454,1956
1956,7846
1956,7295
1956,7529
10971,1956
1956,7534
7316,9690
10075,7316
55611,7316
9149,9149
1509,6622
10075,10075
1499,5582
29978,3178
7316,9690
7316,8887
81631,8887
11345,8887
10987,8454
10273,3312
10273,3312
10273,10273
8452,8452
10273,10419
7323,7874
5566,5717
10617,7316
55611,7316
7334,7336
10273,10273
10015,10015
6613,8237
55611,7316
10617,7316
7316,8027
1410,1410
3028,4967
3028,498
1431,3028
2746,3028
3028,5160
3028,5162
3028,8050
3028,3030
3028,3032
226,3028
2752,3028
3028,4190
6613,7874
7316,8454
7316,8453
7316,8452
7316,8078
7316,9097
51377,7316
7316,7345
55611,7316
10075,10075
9690,9690
10273,3308
10273,3312
10273,10273
7706,7706
2280,2475
10987,8454
3685,5595
10133,7316
55611,7316
10617,7316
7316,8078
5594,9588
1410,1410
1410,351
10273,10273
23236,2776
4155,5594
4155,5599
1956,1956
3417,3417
5447,5447
6708,6708
1956,1956
1956,1956
1956,1956
1956,1956
1956,1956
6711,6711
23176,6711
6711,6812
116986,998
116986,5879
116986,387
116986,375
1457,5594
6622,7874
60,60
10486,60
1073,60
60,71
71,71
10486,71
1073,71
226,230
10016,311
10342,311
347,9218
6386,874
2010,9217
2512,2512
2670,2670
3939,3945
4830,4830
10133,10133
5631,5631
7316,7706
7334,7706
5705,8036
55740,5879
4155,5594
1956,1956
11047,29978
11047,7316
10987,8454
1457,3300
10273,10273
10075,10075
10075,10075
56829,7706
1956,3688
1956,1956
7534,7534
1956,1956
1956,1956
873,873
11343,11343
5160,54704
38,5160
38,54704
1956,5781
1956,5786
10574,333926
10576,333926
22948,333926
333926,7203
333926,6950
10575,333926
2885,5786
2036,5786
23362,5786
10409,5786
11336,5786
10458,5786
2549,5786
5799,9146
5799,8027
3309,5799
5799,6786
5315,9212
1956,5532
1956,5494
1956,1956
1956,1956
5315,5594
5300,5315
6709,6711
6709,6710
6709,6712
6709,8997
3735,6709
5058,5058
5058,5494
5058,5515
5058,5499
5062,5494
5494,5578
1956,2549
387,54443
1956,1956
5499,5527
1956,1956
1933,7178
23558,7316
23558,54472
23558,29979
22905,23558
10075,23558
146691,23558
10000,2932
1499,7874
1956,5781
6622,6622
5550,6622
5594,5609
6262,6262
4155,5594
7706,7706
56829,7706
10457,1956
4155,5594
27122,3417
5781,6772
375,55738
1956,1956
10617,7316
10273,3312
6262,6262
9690,9690
10075,10075
5566,7534
5573,7534
387,396
22933,396
10273,10273
5594,5609
1956,1956
274,4137
4155,5786
10273,10273
10273,1728
10273,3312
10273,10273
1956,1956
5579,644
644,644
1457,7874
1457,7874
5599,5609
29072,3064
84335,84335
1191,351
7532,84335
7532,7532
7532,7534
7534,7534
960,960
483,8682
27101,8682
10987,8682
3337,8682
114876,8682
5236,8682
7082,8682
10987,8682
8454,9040
10075,1499
5518,6801
5518,8541
261726,5518
1152,5518
2235,5518
47,5518
5516,5518
5518,5520
5515,5518
29966,5518
5518,5527
5518,5529
11140,5518
5518,55844
51400,5518
28227,5518
5499,5510
286262,5499
5499,55914
5499,55210
5202,5499
5499,8607
47,5520
5516,5520
5515,5520
2235,5515
3476,5515
22948,55844
55844,7203
10575,55844
47,55844
5516,55844
5520,55844
5515,55844
10576,55844
10574,55844
55844,80349
51400,55844
5709,7803
7803,8237
5705,7803
5708,7803
7316,7345
51377,7316
51377,7316
10075,7316
7316,7874
55611,7316
51100,56904
11047,51377
5701,5711
5700,5708
5700,5701
51100,51100
5700,5711
22919,22924
10982,22919
10982,22924
3796,6993
2011,8573
10982,8573
3796,8573
4134,998
7531,8573
23332,9793
23332,4134
22919,8573
10273,10273
7316,7874
7316,7874
7353,7415
10938,51479
7316,8078
7415,7415
8454,9040
9040,9040
10075,7874
7316,7874
7316,7345
10273,10273
10273,4137
51100,56904
22919,22924
5701,5711
22924,22924
22919,22919
5566,5577
54585,54585
10540,22924
10342,10342
11047,51377
1785,2885
56904,56904
55577,55577
6285,6285
27316,27316
1785,1785
1785,51429
1398,5706
114569,2571
2937,2937
2670,4747
23786,5354
6285,6285
114569,6285
80318,8546
4747,9146
10342,9146
10133,10133
10801,23157
29979,51138
55156,56181
10313,65009
114569,65009
10419,4691
10419,6632
10397,6252
10273,3313
7316,7874
7415,9927
10075,10075
7317,7323
7316,7317
51569,79876
2280,2475
6844,7415
55968,7415
7415,80700
7415,7415
1956,1956
1956,1956
4893,6093
4893,5413
10938,4893
4354,4893
10458,4893
4893,6558
253260,4893
4893,5333
4893,6708
2011,4893
4893,5297
4893,6305
4140,4893
4893,9475
4893,50488
3996,4893
4893,55914
2885,4893
3688,4893
4893,8650
4893,5573
10542,4893
119,4893
4893,54521
4893,682
4893,490
10419,4893
2037,4893
4893,493
23157,4893
1739,4893
4893,6520
23176,4893
4893,6059
2036,4893
23191,4893
4893,6711
4893,65108
4893,5711
4893,4905
4893,9253
4478,4893
4893,6709
4893,55752
118,4893
10801,4893
23603,4893
4893,7165
4893,989
120,4893
23513,4893
10381,4893
7316,8887
10273,10840
4155,5594
302,6187
302,4967
7317,7334
