N: 1243
annotation 1	n1	annotation 2	n2	annotation 3	n3	actual overlap	expected overlap	p.value	p.adjusted	BC	p.value(ALT)	p.adjusted(ALT)	BC(ALT)
synaptic_vesicle_priming	10	epilepsy_syndrome	109	Differentiallly expressed proteins	221	3	0.155911	0.000405087	0.022002		0.999595	1	
synaptic_vesicle_priming	10	bipolar_disorder	79	Differentiallly expressed proteins	221	0	0.113	1	1		1	1	
synaptic_vesicle_priming	10	schizophrenia	262	Differentiallly expressed proteins	221	2	0.374758	0.0515225	1		0.948477	1	
synaptic_vesicle_priming	10	frontotemporal_dementia	71	Differentiallly expressed proteins	221	3	0.101557	0.000113469	0.00723252		0.999887	1	
calcium-mediated_signaling	30	autism_spectrum_disorder	66	Differentiallly expressed proteins	221	5	0.283214	7.4244e-06	0.000666028	**	0.999993	1	
calcium-mediated_signaling	30	intellectual_disability	69	Differentiallly expressed proteins	221	2	0.296088	0.0348908	0.72853		0.965109	1	
calcium-mediated_signaling	30	Alzheimer's_disease	209	Differentiallly expressed proteins	221	4	0.896845	0.0114286	0.291255		0.988571	1	
calcium-mediated_signaling	30	hypertension	111	Differentiallly expressed proteins	221	3	0.476315	0.0115053	0.291255		0.988495	1	
calcium-mediated_signaling	30	autistic_disorder	66	Differentiallly expressed proteins	221	5	0.283214	7.4244e-06	0.000666028	**	0.999993	1	
calcium-mediated_signaling	30	Huntington's_disease	39	Differentiallly expressed proteins	221	2	0.167354	0.0119241	0.299292		0.988076	1	
calcium-mediated_signaling	30	Parkinson's_disease	80	Differentiallly expressed proteins	221	3	0.34329	0.00465579	0.14741		0.995344	1	
calcium-mediated_signaling	30	epilepsy_syndrome	109	Differentiallly expressed proteins	221	4	0.467733	0.00110469	0.0473572		0.998895	1	
calcium-mediated_signaling	30	bipolar_disorder	79	Differentiallly expressed proteins	221	4	0.338999	0.0003259	0.0187945		0.999674	1	
calcium-mediated_signaling	30	schizophrenia	262	Differentiallly expressed proteins	221	6	1.12428	0.000703474	0.0321947		0.999297	1	
calcium-mediated_signaling	30	frontotemporal_dementia	71	Differentiallly expressed proteins	221	1	0.30467	0.264355	1		0.735645	1	
cAMP-mediated_signaling	9	autism_spectrum_disorder	66	Differentiallly expressed proteins	221	0	0.0849643	1	1		1	1	
cAMP-mediated_signaling	9	intellectual_disability	69	Differentiallly expressed proteins	221	0	0.0888263	1	1		1	1	
cAMP-mediated_signaling	9	Alzheimer's_disease	209	Differentiallly expressed proteins	221	1	0.269054	0.239227	1		0.760773	1	
cAMP-mediated_signaling	9	hypertension	111	Differentiallly expressed proteins	221	0	0.142894	1	1		1	1	
cAMP-mediated_signaling	9	autistic_disorder	66	Differentiallly expressed proteins	221	0	0.0849643	1	1		1	1	
cAMP-mediated_signaling	9	Huntington's_disease	39	Differentiallly expressed proteins	221	0	0.0502062	1	1		1	1	
cAMP-mediated_signaling	9	Parkinson's_disease	80	Differentiallly expressed proteins	221	0	0.102987	1	1		1	1	
cAMP-mediated_signaling	9	epilepsy_syndrome	109	Differentiallly expressed proteins	221	0	0.14032	1	1		1	1	
cAMP-mediated_signaling	9	bipolar_disorder	79	Differentiallly expressed proteins	221	0	0.1017	1	1		1	1	
cAMP-mediated_signaling	9	schizophrenia	262	Differentiallly expressed proteins	221	0	0.337283	1	1		1	1	
cAMP-mediated_signaling	9	frontotemporal_dementia	71	Differentiallly expressed proteins	221	1	0.091401	0.0878334	1		0.912167	1	
synaptic_vesicle_fusion_to_presynaptic_a...	7	autism_spectrum_disorder	66	Differentiallly expressed proteins	221	1	0.0660833	0.0642731	1		0.935727	1	
synaptic_vesicle_fusion_to_presynaptic_a...	7	intellectual_disability	69	Differentiallly expressed proteins	221	2	0.0690871	0.0019471	0.0714562		0.998053	1	
synaptic_vesicle_fusion_to_presynaptic_a...	7	Alzheimer's_disease	209	Differentiallly expressed proteins	221	2	0.209264	0.0168743	0.398746		0.983126	1	
synaptic_vesicle_fusion_to_presynaptic_a...	7	hypertension	111	Differentiallly expressed proteins	221	0	0.11114	1	1		1	1	
synaptic_vesicle_fusion_to_presynaptic_a...	7	autistic_disorder	66	Differentiallly expressed proteins	221	1	0.0660833	0.0642731	1		0.935727	1	
synaptic_vesicle_fusion_to_presynaptic_a...	7	Huntington's_disease	39	Differentiallly expressed proteins	221	1	0.0390492	0.0384199	0.788622		0.96158	1	
synaptic_vesicle_fusion_to_presynaptic_a...	7	Parkinson's_disease	80	Differentiallly expressed proteins	221	1	0.080101	0.077443	1		0.922557	1	
synaptic_vesicle_fusion_to_presynaptic_a...	7	epilepsy_syndrome	109	Differentiallly expressed proteins	221	3	0.109138	0.000122225	0.00759082		0.999878	1	
synaptic_vesicle_fusion_to_presynaptic_a...	7	bipolar_disorder	79	Differentiallly expressed proteins	221	0	0.0790998	1	1		1	1	
synaptic_vesicle_fusion_to_presynaptic_a...	7	schizophrenia	262	Differentiallly expressed proteins	221	2	0.262331	0.0258776	0.567228		0.974122	1	
synaptic_vesicle_fusion_to_presynaptic_a...	7	frontotemporal_dementia	71	Differentiallly expressed proteins	221	3	0.0710897	3.38223e-05	0.00248247	*	0.999966	1	
TOR_signaling	10	autism_spectrum_disorder	66	Differentiallly expressed proteins	221	1	0.0944048	0.0905607	1		0.909439	1	
TOR_signaling	10	intellectual_disability	69	Differentiallly expressed proteins	221	0	0.0986959	1	1		1	1	
TOR_signaling	10	Alzheimer's_disease	209	Differentiallly expressed proteins	221	1	0.298948	0.262019	1		0.737981	1	
TOR_signaling	10	hypertension	111	Differentiallly expressed proteins	221	1	0.158772	0.148014	1		0.851986	1	
TOR_signaling	10	autistic_disorder	66	Differentiallly expressed proteins	221	1	0.0944048	0.0905607	1		0.909439	1	
TOR_signaling	10	Huntington's_disease	39	Differentiallly expressed proteins	221	1	0.0557846	0.0544431	1		0.945557	1	
TOR_signaling	10	Parkinson's_disease	80	Differentiallly expressed proteins	221	0	0.11443	1	1		1	1	
TOR_signaling	10	epilepsy_syndrome	109	Differentiallly expressed proteins	221	1	0.155911	0.145531	1		0.854469	1	
TOR_signaling	10	bipolar_disorder	79	Differentiallly expressed proteins	221	0	0.113	1	1		1	1	
TOR_signaling	10	schizophrenia	262	Differentiallly expressed proteins	221	1	0.374758	0.317792	1		0.682208	1	
TOR_signaling	10	frontotemporal_dementia	71	Differentiallly expressed proteins	221	0	0.101557	1	1		1	1	
myelin_assembly	5	autism_spectrum_disorder	66	Differentiallly expressed proteins	221	0	0.0472024	1	1		1	1	
myelin_assembly	5	intellectual_disability	69	Differentiallly expressed proteins	221	0	0.0493479	1	1		1	1	
myelin_assembly	5	Alzheimer's_disease	209	Differentiallly expressed proteins	221	0	0.149474	1	1		1	1	
myelin_assembly	5	hypertension	111	Differentiallly expressed proteins	221	0	0.0793858	1	1		1	1	
myelin_assembly	5	autistic_disorder	66	Differentiallly expressed proteins	221	0	0.0472024	1	1		1	1	
myelin_assembly	5	Huntington's_disease	39	Differentiallly expressed proteins	221	0	0.0278923	1	1		1	1	
myelin_assembly	5	Parkinson's_disease	80	Differentiallly expressed proteins	221	0	0.057215	1	1		1	1	
myelin_assembly	5	epilepsy_syndrome	109	Differentiallly expressed proteins	221	0	0.0779555	1	1		1	1	
myelin_assembly	5	bipolar_disorder	79	Differentiallly expressed proteins	221	0	0.0564998	1	1		1	1	
myelin_assembly	5	schizophrenia	262	Differentiallly expressed proteins	221	1	0.187379	0.173936	1		0.826064	1	
myelin_assembly	5	frontotemporal_dementia	71	Differentiallly expressed proteins	221	0	0.0507783	1	1		1	1	
ionotropic_glutamate_receptor_signaling_...	6	autism_spectrum_disorder	66	Differentiallly expressed proteins	221	2	0.0566429	0.0012812	0.0521548		0.998719	1	
ionotropic_glutamate_receptor_signaling_...	6	intellectual_disability	69	Differentiallly expressed proteins	221	1	0.0592175	0.0577999	1		0.9422	1	
ionotropic_glutamate_receptor_signaling_...	6	Alzheimer's_disease	209	Differentiallly expressed proteins	221	3	0.179369	0.000488564	0.0254486		0.999511	1	
ionotropic_glutamate_receptor_signaling_...	6	hypertension	111	Differentiallly expressed proteins	221	1	0.095263	0.0916031	1		0.908397	1	
ionotropic_glutamate_receptor_signaling_...	6	autistic_disorder	66	Differentiallly expressed proteins	221	2	0.0566429	0.0012812	0.0521548		0.998719	1	
ionotropic_glutamate_receptor_signaling_...	6	Huntington's_disease	39	Differentiallly expressed proteins	221	1	0.0334708	0.0330205	0.701573		0.96698	1	
ionotropic_glutamate_receptor_signaling_...	6	Parkinson's_disease	80	Differentiallly expressed proteins	221	2	0.068658	0.00187741	0.0694247		0.998123	1	
ionotropic_glutamate_receptor_signaling_...	6	epilepsy_syndrome	109	Differentiallly expressed proteins	221	3	0.0935465	7.06373e-05	0.00475255	*	0.999929	1	
ionotropic_glutamate_receptor_signaling_...	6	bipolar_disorder	79	Differentiallly expressed proteins	221	2	0.0677998	0.00183118	0.0687647		0.998169	1	
ionotropic_glutamate_receptor_signaling_...	6	schizophrenia	262	Differentiallly expressed proteins	221	2	0.224855	0.0189454	0.441231		0.981055	1	
ionotropic_glutamate_receptor_signaling_...	6	frontotemporal_dementia	71	Differentiallly expressed proteins	221	1	0.060934	0.0594329	1		0.940567	1	
dopamine_metabolic_process	7	autism_spectrum_disorder	66	Differentiallly expressed proteins	221	0	0.0660833	1	1		1	1	
dopamine_metabolic_process	7	intellectual_disability	69	Differentiallly expressed proteins	221	0	0.0690871	1	1		1	1	
dopamine_metabolic_process	7	Alzheimer's_disease	209	Differentiallly expressed proteins	221	0	0.209264	1	1		1	1	
dopamine_metabolic_process	7	hypertension	111	Differentiallly expressed proteins	221	0	0.11114	1	1		1	1	
dopamine_metabolic_process	7	autistic_disorder	66	Differentiallly expressed proteins	221	0	0.0660833	1	1		1	1	
dopamine_metabolic_process	7	Huntington's_disease	39	Differentiallly expressed proteins	221	0	0.0390492	1	1		1	1	
dopamine_metabolic_process	7	Parkinson's_disease	80	Differentiallly expressed proteins	221	1	0.080101	0.077443	1		0.922557	1	
dopamine_metabolic_process	7	epilepsy_syndrome	109	Differentiallly expressed proteins	221	0	0.109138	1	1		1	1	
dopamine_metabolic_process	7	bipolar_disorder	79	Differentiallly expressed proteins	221	0	0.0790998	1	1		1	1	
dopamine_metabolic_process	7	schizophrenia	262	Differentiallly expressed proteins	221	0	0.262331	1	1		1	1	
dopamine_metabolic_process	7	frontotemporal_dementia	71	Differentiallly expressed proteins	221	1	0.0710897	0.068995	1		0.931005	1	
myelination	23	autism_spectrum_disorder	66	Differentiallly expressed proteins	221	2	0.217131	0.0195013	0.447719		0.980499	1	
myelination	23	intellectual_disability	69	Differentiallly expressed proteins	221	1	0.227001	0.204326	1		0.795674	1	
myelination	23	Alzheimer's_disease	209	Differentiallly expressed proteins	221	3	0.687581	0.029858	0.645709		0.970142	1	
myelination	23	hypertension	111	Differentiallly expressed proteins	221	2	0.365175	0.0507999	1		0.9492	1	
myelination	23	autistic_disorder	66	Differentiallly expressed proteins	221	2	0.217131	0.0195013	0.447719		0.980499	1	
myelination	23	Huntington's_disease	39	Differentiallly expressed proteins	221	2	0.128305	0.00710651	0.201319		0.992893	1	
myelination	23	Parkinson's_disease	80	Differentiallly expressed proteins	221	1	0.263189	0.23297	1		0.76703	1	
myelination	23	epilepsy_syndrome	109	Differentiallly expressed proteins	221	2	0.358595	0.0491701	0.987644		0.95083	1	
myelination	23	bipolar_disorder	79	Differentiallly expressed proteins	221	1	0.259899	0.230407	1		0.769593	1	
myelination	23	schizophrenia	262	Differentiallly expressed proteins	221	3	0.861944	0.0527488	1		0.947251	1	
myelination	23	frontotemporal_dementia	71	Differentiallly expressed proteins	221	1	0.23358	0.209609	1		0.790391	1	
protein_kinase_B_signaling	20	autism_spectrum_disorder	66	Differentiallly expressed proteins	221	1	0.18881	0.173056	1		0.826944	1	
protein_kinase_B_signaling	20	intellectual_disability	69	Differentiallly expressed proteins	221	0	0.197392	1	1		1	1	
protein_kinase_B_signaling	20	Alzheimer's_disease	209	Differentiallly expressed proteins	221	3	0.597897	0.0205059	0.464183		0.979494	1	
protein_kinase_B_signaling	20	hypertension	111	Differentiallly expressed proteins	221	1	0.317543	0.274346	1		0.725654	1	
protein_kinase_B_signaling	20	autistic_disorder	66	Differentiallly expressed proteins	221	1	0.18881	0.173056	1		0.826944	1	
protein_kinase_B_signaling	20	Huntington's_disease	39	Differentiallly expressed proteins	221	2	0.111569	0.00539311	0.16227		0.994607	1	
protein_kinase_B_signaling	20	Parkinson's_disease	80	Differentiallly expressed proteins	221	1	0.22886	0.205921	1		0.794079	1	
protein_kinase_B_signaling	20	epilepsy_syndrome	109	Differentiallly expressed proteins	221	2	0.311822	0.038047	0.787644		0.961953	1	
protein_kinase_B_signaling	20	bipolar_disorder	79	Differentiallly expressed proteins	221	1	0.225999	0.203615	1		0.796385	1	
protein_kinase_B_signaling	20	schizophrenia	262	Differentiallly expressed proteins	221	2	0.749517	0.171146	1		0.828854	1	
protein_kinase_B_signaling	20	frontotemporal_dementia	71	Differentiallly expressed proteins	221	0	0.203113	1	1		1	1	
cAMP_metabolic_process	14	autism_spectrum_disorder	66	Differentiallly expressed proteins	221	1	0.132167	0.124486	1		0.875514	1	
cAMP_metabolic_process	14	intellectual_disability	69	Differentiallly expressed proteins	221	0	0.138174	1	1		1	1	
cAMP_metabolic_process	14	Alzheimer's_disease	209	Differentiallly expressed proteins	221	1	0.418528	0.346608	1		0.653392	1	
cAMP_metabolic_process	14	hypertension	111	Differentiallly expressed proteins	221	0	0.22228	1	1		1	1	
cAMP_metabolic_process	14	autistic_disorder	66	Differentiallly expressed proteins	221	1	0.132167	0.124486	1		0.875514	1	
cAMP_metabolic_process	14	Huntington's_disease	39	Differentiallly expressed proteins	221	0	0.0780985	1	1		1	1	
cAMP_metabolic_process	14	Parkinson's_disease	80	Differentiallly expressed proteins	221	1	0.160202	0.148975	1		0.851025	1	
cAMP_metabolic_process	14	epilepsy_syndrome	109	Differentiallly expressed proteins	221	1	0.218275	0.197698	1		0.802302	1	
cAMP_metabolic_process	14	bipolar_disorder	79	Differentiallly expressed proteins	221	2	0.1582	0.0104804	0.275202		0.98952	1	
cAMP_metabolic_process	14	schizophrenia	262	Differentiallly expressed proteins	221	4	0.524662	0.00141195	0.05516		0.998588	1	
cAMP_metabolic_process	14	frontotemporal_dementia	71	Differentiallly expressed proteins	221	0	0.142179	1	1		1	1	
synaptic_vesicle_endocytosis	14	autism_spectrum_disorder	66	Differentiallly expressed proteins	221	0	0.132167	1	1		1	1	
synaptic_vesicle_endocytosis	14	intellectual_disability	69	Differentiallly expressed proteins	221	0	0.138174	1	1		1	1	
synaptic_vesicle_endocytosis	14	Alzheimer's_disease	209	Differentiallly expressed proteins	221	1	0.418528	0.346608	1		0.653392	1	
synaptic_vesicle_endocytosis	14	hypertension	111	Differentiallly expressed proteins	221	1	0.22228	0.200962	1		0.799038	1	
synaptic_vesicle_endocytosis	14	autistic_disorder	66	Differentiallly expressed proteins	221	0	0.132167	1	1		1	1	
synaptic_vesicle_endocytosis	14	Huntington's_disease	39	Differentiallly expressed proteins	221	1	0.0780985	0.0754044	1		0.924596	1	
synaptic_vesicle_endocytosis	14	Parkinson's_disease	80	Differentiallly expressed proteins	221	1	0.160202	0.148975	1		0.851025	1	
synaptic_vesicle_endocytosis	14	epilepsy_syndrome	109	Differentiallly expressed proteins	221	2	0.218275	0.019352	0.447719		0.980648	1	
synaptic_vesicle_endocytosis	14	bipolar_disorder	79	Differentiallly expressed proteins	221	0	0.1582	1	1		1	1	
synaptic_vesicle_endocytosis	14	schizophrenia	262	Differentiallly expressed proteins	221	1	0.524662	0.414726	1		0.585274	1	
synaptic_vesicle_endocytosis	14	frontotemporal_dementia	71	Differentiallly expressed proteins	221	1	0.142179	0.133306	1		0.866694	1	
calcium_ion-regulated_exocytosis_of_neur...	4	autism_spectrum_disorder	66	Differentiallly expressed proteins	221	0	0.0377619	1	1		1	1	
calcium_ion-regulated_exocytosis_of_neur...	4	intellectual_disability	69	Differentiallly expressed proteins	221	0	0.0394784	1	1		1	1	
calcium_ion-regulated_exocytosis_of_neur...	4	Alzheimer's_disease	209	Differentiallly expressed proteins	221	0	0.119579	1	1		1	1	
calcium_ion-regulated_exocytosis_of_neur...	4	hypertension	111	Differentiallly expressed proteins	221	0	0.0635087	1	1		1	1	
calcium_ion-regulated_exocytosis_of_neur...	4	autistic_disorder	66	Differentiallly expressed proteins	221	0	0.0377619	1	1		1	1	
calcium_ion-regulated_exocytosis_of_neur...	4	Huntington's_disease	39	Differentiallly expressed proteins	221	1	0.0223139	0.0221331	0.496379		0.977867	1	
calcium_ion-regulated_exocytosis_of_neur...	4	Parkinson's_disease	80	Differentiallly expressed proteins	221	1	0.045772	0.0450041	0.908377		0.954996	1	
calcium_ion-regulated_exocytosis_of_neur...	4	epilepsy_syndrome	109	Differentiallly expressed proteins	221	2	0.0623644	0.00141182	0.05516		0.998588	1	
calcium_ion-regulated_exocytosis_of_neur...	4	bipolar_disorder	79	Differentiallly expressed proteins	221	0	0.0451999	1	1		1	1	
calcium_ion-regulated_exocytosis_of_neur...	4	schizophrenia	262	Differentiallly expressed proteins	221	0	0.149903	1	1		1	1	
calcium_ion-regulated_exocytosis_of_neur...	4	frontotemporal_dementia	71	Differentiallly expressed proteins	221	2	0.0406227	0.000600397	0.0287967		0.9994	1	
axon_extension_involved_in_axon_guidance	1	autism_spectrum_disorder	66	Differentiallly expressed proteins	221	0	0.00944048	1	1		1	1	
axon_extension_involved_in_axon_guidance	1	intellectual_disability	69	Differentiallly expressed proteins	221	0	0.00986959	1	1		1	1	
axon_extension_involved_in_axon_guidance	1	Alzheimer's_disease	209	Differentiallly expressed proteins	221	0	0.0298948	1	1		1	1	
axon_extension_involved_in_axon_guidance	1	hypertension	111	Differentiallly expressed proteins	221	0	0.0158772	1	1		1	1	
axon_extension_involved_in_axon_guidance	1	autistic_disorder	66	Differentiallly expressed proteins	221	0	0.00944048	1	1		1	1	
axon_extension_involved_in_axon_guidance	1	Huntington's_disease	39	Differentiallly expressed proteins	221	0	0.00557846	1	1		1	1	
axon_extension_involved_in_axon_guidance	1	Parkinson's_disease	80	Differentiallly expressed proteins	221	0	0.011443	1	1		1	1	
axon_extension_involved_in_axon_guidance	1	epilepsy_syndrome	109	Differentiallly expressed proteins	221	0	0.0155911	1	1		1	1	
axon_extension_involved_in_axon_guidance	1	bipolar_disorder	79	Differentiallly expressed proteins	221	0	0.0113	1	1		1	1	
axon_extension_involved_in_axon_guidance	1	schizophrenia	262	Differentiallly expressed proteins	221	0	0.0374758	1	1		1	1	
axon_extension_involved_in_axon_guidance	1	frontotemporal_dementia	71	Differentiallly expressed proteins	221	0	0.0101557	1	1		1	1	
modulation_of_chemical_synaptic_transmis...	75	autism_spectrum_disorder	66	Differentiallly expressed proteins	221	9	0.708036	2.36454e-08	3.81812e-06	***	1	1	
modulation_of_chemical_synaptic_transmis...	75	intellectual_disability	69	Differentiallly expressed proteins	221	9	0.740219	3.53092e-08	5.03076e-06	***	1	1	
modulation_of_chemical_synaptic_transmis...	75	Alzheimer's_disease	209	Differentiallly expressed proteins	221	16	2.24211	3.05068e-10	7.03723e-08	***	1	1	
modulation_of_chemical_synaptic_transmis...	75	hypertension	111	Differentiallly expressed proteins	221	7	1.19079	0.000163733	0.01004		0.999836	1	
modulation_of_chemical_synaptic_transmis...	75	autistic_disorder	66	Differentiallly expressed proteins	221	9	0.708036	2.36454e-08	3.81812e-06	***	1	1	
modulation_of_chemical_synaptic_transmis...	75	Huntington's_disease	39	Differentiallly expressed proteins	221	3	0.418385	0.0081603	0.219613		0.99184	1	
modulation_of_chemical_synaptic_transmis...	75	Parkinson's_disease	80	Differentiallly expressed proteins	221	6	0.858225	0.000192653	0.0116657		0.999807	1	
modulation_of_chemical_synaptic_transmis...	75	epilepsy_syndrome	109	Differentiallly expressed proteins	221	18	1.16933	2.06138e-17	1.42654e-14	***	1	1	
modulation_of_chemical_synaptic_transmis...	75	bipolar_disorder	79	Differentiallly expressed proteins	221	8	0.847497	1.58032e-06	0.000166422	**	0.999998	1	
modulation_of_chemical_synaptic_transmis...	75	schizophrenia	262	Differentiallly expressed proteins	221	21	2.81069	9.96232e-14	6.03247e-11	***	1	1	
modulation_of_chemical_synaptic_transmis...	75	frontotemporal_dementia	71	Differentiallly expressed proteins	221	10	0.761675	2.63189e-09	5.31229e-07	***	1	1	
regulation_of_synapse_organization	17	autism_spectrum_disorder	66	Differentiallly expressed proteins	221	2	0.160488	0.0108682	0.281542		0.989132	1	
regulation_of_synapse_organization	17	intellectual_disability	69	Differentiallly expressed proteins	221	1	0.167783	0.155366	1		0.844634	1	
regulation_of_synapse_organization	17	Alzheimer's_disease	209	Differentiallly expressed proteins	221	1	0.508212	0.403669	1		0.596331	1	
regulation_of_synapse_organization	17	hypertension	111	Differentiallly expressed proteins	221	1	0.269912	0.238526	1		0.761474	1	
regulation_of_synapse_organization	17	autistic_disorder	66	Differentiallly expressed proteins	221	2	0.160488	0.0108682	0.281542		0.989132	1	
regulation_of_synapse_organization	17	Huntington's_disease	39	Differentiallly expressed proteins	221	0	0.0948339	1	1		1	1	
regulation_of_synapse_organization	17	Parkinson's_disease	80	Differentiallly expressed proteins	221	2	0.194531	0.0156968	0.376154		0.984303	1	
regulation_of_synapse_organization	17	epilepsy_syndrome	109	Differentiallly expressed proteins	221	2	0.265049	0.0280634	0.609622		0.971937	1	
regulation_of_synapse_organization	17	bipolar_disorder	79	Differentiallly expressed proteins	221	1	0.192099	0.175905	1		0.824095	1	
regulation_of_synapse_organization	17	schizophrenia	262	Differentiallly expressed proteins	221	4	0.637089	0.00307505	0.10417		0.996925	1	
regulation_of_synapse_organization	17	frontotemporal_dementia	71	Differentiallly expressed proteins	221	1	0.172646	0.159512	1		0.840488	1	
synapse_organization	42	autism_spectrum_disorder	66	Differentiallly expressed proteins	221	6	0.3965	2.16577e-06	0.000214112	**	0.999998	1	
synapse_organization	42	intellectual_disability	69	Differentiallly expressed proteins	221	6	0.414523	2.82038e-06	0.000273251	**	0.999997	1	
synapse_organization	42	Alzheimer's_disease	209	Differentiallly expressed proteins	221	5	1.25558	0.00773143	0.214648		0.992269	1	
synapse_organization	42	hypertension	111	Differentiallly expressed proteins	221	4	0.666841	0.0041797	0.137738		0.99582	1	
synapse_organization	42	autistic_disorder	66	Differentiallly expressed proteins	221	6	0.3965	2.16577e-06	0.000214112	**	0.999998	1	
synapse_organization	42	Huntington's_disease	39	Differentiallly expressed proteins	221	0	0.234295	1	1		1	1	
synapse_organization	42	Parkinson's_disease	80	Differentiallly expressed proteins	221	5	0.480606	0.00010291	0.00664693		0.999897	1	
synapse_organization	42	epilepsy_syndrome	109	Differentiallly expressed proteins	221	5	0.654826	0.000440768	0.0232085		0.999559	1	
synapse_organization	42	bipolar_disorder	79	Differentiallly expressed proteins	221	3	0.474599	0.0115438	0.291255		0.988456	1	
synapse_organization	42	schizophrenia	262	Differentiallly expressed proteins	221	10	1.57399	2.1032e-06	0.000214112	**	0.999998	1	
synapse_organization	42	frontotemporal_dementia	71	Differentiallly expressed proteins	221	3	0.426538	0.00862204	0.22949		0.991378	1	
T_cell_receptor_signaling_pathway	37	autism_spectrum_disorder	66	Differentiallly expressed proteins	221	1	0.349298	0.296757	1		0.703243	1	
T_cell_receptor_signaling_pathway	37	intellectual_disability	69	Differentiallly expressed proteins	221	0	0.365175	1	1		1	1	
T_cell_receptor_signaling_pathway	37	Alzheimer's_disease	209	Differentiallly expressed proteins	221	2	1.10611	0.303897	1		0.696103	1	
T_cell_receptor_signaling_pathway	37	hypertension	111	Differentiallly expressed proteins	221	2	0.587455	0.116191	1		0.883809	1	
T_cell_receptor_signaling_pathway	37	autistic_disorder	66	Differentiallly expressed proteins	221	1	0.349298	0.296757	1		0.703243	1	
T_cell_receptor_signaling_pathway	37	Huntington's_disease	39	Differentiallly expressed proteins	221	1	0.206403	0.187452	1		0.812548	1	
T_cell_receptor_signaling_pathway	37	Parkinson's_disease	80	Differentiallly expressed proteins	221	1	0.423391	0.347675	1		0.652325	1	
T_cell_receptor_signaling_pathway	37	epilepsy_syndrome	109	Differentiallly expressed proteins	221	1	0.57687	0.442025	1		0.557975	1	
T_cell_receptor_signaling_pathway	37	bipolar_disorder	79	Differentiallly expressed proteins	221	1	0.418099	0.344159	1		0.655841	1	
T_cell_receptor_signaling_pathway	37	schizophrenia	262	Differentiallly expressed proteins	221	1	1.38661	1	1		1	1	
T_cell_receptor_signaling_pathway	37	frontotemporal_dementia	71	Differentiallly expressed proteins	221	1	0.37576	0.315369	1		0.684631	1	
B_cell_receptor_signaling_pathway	4	autism_spectrum_disorder	66	Differentiallly expressed proteins	221	0	0.0377619	1	1		1	1	
B_cell_receptor_signaling_pathway	4	intellectual_disability	69	Differentiallly expressed proteins	221	0	0.0394784	1	1		1	1	
B_cell_receptor_signaling_pathway	4	Alzheimer's_disease	209	Differentiallly expressed proteins	221	1	0.119579	0.114362	1		0.885638	1	
B_cell_receptor_signaling_pathway	4	hypertension	111	Differentiallly expressed proteins	221	1	0.0635087	0.0620295	1		0.93797	1	
B_cell_receptor_signaling_pathway	4	autistic_disorder	66	Differentiallly expressed proteins	221	0	0.0377619	1	1		1	1	
B_cell_receptor_signaling_pathway	4	Huntington's_disease	39	Differentiallly expressed proteins	221	0	0.0223139	1	1		1	1	
B_cell_receptor_signaling_pathway	4	Parkinson's_disease	80	Differentiallly expressed proteins	221	0	0.045772	1	1		1	1	
B_cell_receptor_signaling_pathway	4	epilepsy_syndrome	109	Differentiallly expressed proteins	221	0	0.0623644	1	1		1	1	
B_cell_receptor_signaling_pathway	4	bipolar_disorder	79	Differentiallly expressed proteins	221	0	0.0451999	1	1		1	1	
B_cell_receptor_signaling_pathway	4	schizophrenia	262	Differentiallly expressed proteins	221	0	0.149903	1	1		1	1	
B_cell_receptor_signaling_pathway	4	frontotemporal_dementia	71	Differentiallly expressed proteins	221	0	0.0406227	1	1		1	1	
stress-activated_MAPK_cascade	37	autism_spectrum_disorder	66	Differentiallly expressed proteins	221	1	0.349298	0.296757	1		0.703243	1	
stress-activated_MAPK_cascade	37	intellectual_disability	69	Differentiallly expressed proteins	221	0	0.365175	1	1		1	1	
stress-activated_MAPK_cascade	37	Alzheimer's_disease	209	Differentiallly expressed proteins	221	4	1.10611	0.0234713	0.523965		0.976529	1	
stress-activated_MAPK_cascade	37	hypertension	111	Differentiallly expressed proteins	221	2	0.587455	0.116191	1		0.883809	1	
stress-activated_MAPK_cascade	37	autistic_disorder	66	Differentiallly expressed proteins	221	1	0.349298	0.296757	1		0.703243	1	
stress-activated_MAPK_cascade	37	Huntington's_disease	39	Differentiallly expressed proteins	221	0	0.206403	1	1		1	1	
stress-activated_MAPK_cascade	37	Parkinson's_disease	80	Differentiallly expressed proteins	221	1	0.423391	0.347675	1		0.652325	1	
stress-activated_MAPK_cascade	37	epilepsy_syndrome	109	Differentiallly expressed proteins	221	2	0.57687	0.112744	1		0.887256	1	
stress-activated_MAPK_cascade	37	bipolar_disorder	79	Differentiallly expressed proteins	221	0	0.418099	1	1		1	1	
stress-activated_MAPK_cascade	37	schizophrenia	262	Differentiallly expressed proteins	221	2	1.38661	0.648373	1		0.351627	1	
stress-activated_MAPK_cascade	37	frontotemporal_dementia	71	Differentiallly expressed proteins	221	1	0.37576	0.315369	1		0.684631	1	
response_to_cAMP	13	autism_spectrum_disorder	66	Differentiallly expressed proteins	221	1	0.122726	0.116123	1		0.883877	1	
response_to_cAMP	13	intellectual_disability	69	Differentiallly expressed proteins	221	0	0.128305	1	1		1	1	
response_to_cAMP	13	Alzheimer's_disease	209	Differentiallly expressed proteins	221	1	0.388633	0.326408	1		0.673592	1	
